work_id,imprint_date,author,title,format,price,topic,popularity,key_scots,imprints,scots_names
9073-reflections on gaming annuities and usurious contracts,1776,"Erskine, Thomas Erskine, Baron, 1750-1823.","Reflections on gaming, annuities, and usurious contracts",8vo,NA,Philosophy,5,NA,"London: printed for T. Davies , in Russel-Street, Covent-Garden ; J. Bew , Pater-Noster-Row ; and T. Walter, Charing-Cross (N50782); London: Printed for T. Davies, in Russel-street, Covent-Garden; J. Bew, Pater-noster-Row; and T. Walter, Charing-Cross (T110743)",NA
10966-experiments upon magnesia alba quick-lime and other alcaline substances by joseph black,1777,"Black, Joseph, 1728-1799.","Experiments upon magnesia alba, quick-lime, and other alcaline substances",8vo,NA,Scientific Improvement,3,2,"Edinburgh: printed for William Creech, Edinburgh; and for J. Murray, and Wallis and Stonehouse, London (T7640)","Creech, William; Murray, J."
14240-electrical eel or gymnotus electricus,1777,"Perry, James, 1756-1821.",The electrical eel,4to,NA,Scientific Improvement,4,NA,"London: printed for J. Bew, in Pater-Noster-Row (N3279); London: Printed for J. Bew, in Paternoster-Row (T100294); London: printed for J. Bew, in Paternoster-Row (T125890); London: NA (T230430)",NA
2193-julia de roubigne tale,1777,"Mackenzie, Henry, 1745-1831.",Julia de Roubigné,12mo,NA,Literature,13,3,"London: printed for W. Strahan, and T. Cadell; and W. Creech, Edinburgh (N2740); London: printed for W. Strahan; and T. Cadell, in the Strand (T29274)","Creech, W.; Strahan, W.; Cadell, T.; Strahan, W.; Cadell, T."
25171-plays and poems,1777,"Smollett, Tobias George, 1721-1771.",Plays and poems written by T. Smollett,8vo,NA,Literature,3,2,"London: printed for T. Evans, in the Strand, and R. Baldwin, in Pater-Noster Row (T55287)","Baldwin, R."
35719-works in verse and prose of william shenstone in three volumes,1777,"Shenstone, William, 1714-1763.","The works, in verse and prose, of William Shenstone, Esq",8vo,NA,Literature,2,1,London: printed for J. Dodsley in Pall-Mall (T92452),"Dodsley, J."
36969-a treatise on various kinds of permanently elastic fluids or gases,1777,"Keir, James, 1735-1820.",A treatise on the various kinds of permanently elastic fluids,8vo,NA,Scientific Improvement,2,1,"London: printed for T. Cadell, in the Strand (T174447)","Cadell, T."
42677-letter to court of directors of east india company,1777,"Dalrymple, Alexander, 1737-1808.",Letter to the Court of Directors of the East India Company,4to,NA,Scientific Improvement,2,NA,London: NA (T169642); London: NA (T196255),NA
50995-honour of marriage opposed to all impurities essay,1777,"Sandeman, Robert, 1718-1771.","The honour of marriage opposed to all impurities: an essay. By the late Mr. Sandeman, Author of Letters on Theron and Aspasio",8vo,NA,Literature,2,NA,"London: printed for T. Vernor, in St. Michael's Alley, Cornhill (T100302)",NA
687-history of america,1777,"Robertson, William, 1721-1793.",The history of America,4to,NA,History,28,3,"London: printed for J. Williams (N33041); London: printed for W. Strahan; T. Cadell, in the Strand; and J. Balfour, at Edinburgh (T78961)","NA; Balfour, J.; Strahan, W.; Cadell, T."
693-first lines of practice of physic,1777,"Cullen, William, 1710-1790.",First lines of the practice of physic,8vo,NA,Scientific Improvement,28,1,"Edinburgh: printed for J. Murray, London; and William Creech, Edinburgh (N32643)","Creech, William"
7526-an introduction to merchandize containing complete system of arithmetic,1777,"Hamilton, Robert, 1743-1829.",An introduction to merchandize,8vo,NA,Scientific Improvement,6,2,"Edinburgh: printed for T. Cadell, London, and John Balfour, Edinburgh (T216882); Edinburgh: printed for the author; sold by T. Cadell, London, and John Balfour, Edinburgh (T146747)","Cadell, T.; Balfour, John; Balfour, John; Cadell, T."
7832-two essays,1777,"Hume, David, 1711-1776.",Two essays,16mo,Price from imprint: price 5s,Philosophy,6,NA,London: NA (T4003),NA
13850-medical cases selected from records of public dispensary at edinburgh with remarks and observations,1778,"Duncan, Andrew, 1744-1828.",Medical cases,8vo,NA,Scientific Improvement,4,1,"Edinburgh: printed for Charles Elliot; and J. Murray, No. 32. Fleet-Street, London (T59539)","Elliot, Charles"
14681-discourse delivered,1778,"Buchan, David Stewart Erskine, Earl of, 1742-1829.","Discourse, delivered by the Right Honourable the Earl of Buchan, at a meeting for the purpose of promoting the institution of a society for the investigation of the history of Scotland, and its antiquities, November 14. 1778",8vo,NA,History,4,NA,London: NA (T205056),NA
20931-a new and complete collection of voyages and travels containing all that have been remarkable from earliest period to present time,1778,"Moore, John Hamilton, -1807.",A new and complete collection of voyages and travels,2fo,NA,Literature,3,NA,London: printed for the proprietors; and sold by Alexander Hogg (N4909),NA
3846-a treatise on theory and management of ulcers with dissertation on white swellings of joints,1778,"Bell, Benjamin, 1749-1806.",A treatise on the theory and management of ulcers,8vo,NA,Scientific Improvement,8,2,"Edinburgh: printed for Charles Elliot, and sold by Thomas Cadell, London (T99026)","Elliot, Charles; Cadell, Thomas"
38785-thesaurus medicus sive disputationum in academia edinensi ad rem medicam pertinentium collegio instituto ad hoc usque tempus delectus gulielmo smellio s,1778,"Smellie, William, 1740-1795.",Thesaurus medicus,8vo,NA,Scientific Improvement,2,3,"Edinburgh: Typis academicis, prostant venales apud C. Elliot, J. Bell, et W. Creech (N14406); Edinburgh: typis academicis, prostant venales apud C. Elliot, J. Bell, et G. Creech; et Londini apud J. Murray (T152289)","Elliot, C.; Bell, J.; Creech, W.; Bell, J.; Elliot, C.; Creech, G."
42674-considerations on present state of affairs between england and america,1778,"Dalrymple, Alexander, 1737-1808.",Considerations on the present state of affairs between England and America,8vo,NA,Philosophy,2,2,"London: sold by J. Sewell; and P. Elmsly (N27829); London: printed by J. Nourse, Bookseller in Ordinary to his Majesty; J. Sewell, Cornhill; and P. Elmsly, Opposite Southampton-Street, Strand (T31534)","Sewell, J.; Sewell, J.; Nourse, J."
4568-thoughts on present state of affairs with america and means of conciliation,1778,"Pulteney, William.",Thoughts on the present state of affairs with America,8vo,NA,Philosophy,8,2,London: Printed for J. Dodsley in Pallmall; and T. Cadell in the Strand (N63752); London: printed for J. Dodsley in Pallmall; and T. Cadell in the Strand (T2822); London: printed for J. Dodsley in Pallmall; and T. Cadell in the Strand (T109517); London: printed for J. Dodsley in Pallmall; and T. Cadell in the Strand (T143433); London: printed for J. Dodsley in Pallmall; and T. Cadell in the Strand (T50233); London: printed for J. Dodsley in Pallmall; and T. Cadell in the Strand (T50234),"Dodsley, J.; Cadell, T.; Cadell, T.; Dodsley, J."
47973-history of america from its discovery by columbus to conclusion of war with appendix containing account of rise and progress of unhappy contest between great britain and her colonies,1778,"Russell, William, 1741-1793.","The history of America, from its discovery by Columbus to the conclusion of the late war",4to,NA,History,2,NA,"London: printed for Fielding and Walker, No. 20, Pater-Noster-Row (T114880)",NA
5673-proposition for survey of coast of choromandel by dalrymple,1778,"Dalrymple, Alexander, 1737-1808.",Explanation of the map of the East-India Company's lands on the coast of Choromandel,4to,NA,Scientific Improvement,7,NA,London: NA (T33867),NA
6984-a view of society in europe in its progress from rudeness to refinement or inquiries concerning history of law government and manners,1778,"Stuart, Gilbert, 1742-1786.","A view of society in Europe, in its progress from rudeness to refinement",4to,NA,Philosophy,6,2,"Edinburgh: printed for John Bell; and J. Murray, London (T96549)","Bell, John; Murray, J."
10022-history of women from earliest antiquity to present time giving some account of almost every interesting particular concerning that sex among all nations ancient and modern,1779,"Alexander, William, -1783.",The history of women,4to,NA,History,5,2,"London: printed for W. Strahan, and T. Cadell, in the Strand (T36567)","Cadell, T.; Strahan, W."
15077-poems on various subjects by robert fergusson,1779,"Fergusson, Robert, 1750-1774.",Poems on various subjects,12mo,NA,Literature,4,NA,Edinburgh: printed by Walter and Thomas Ruddiman (N20810),NA
25894-lessons in elocution or miscellaneous pieces in prose and verse selected from best authors for perusal of persons of taste and improvement of youth in reading and speaking by william scott,1779,"Scott, William, 1750-1804.",Lessons in elocution,12mo,NA,Literature,3,2,"Edinburgh: printed for, and sold by the compiler: also by C. Elliot, Edinburgh; and T. Longman, London [printed by Churnside and Wilson] (T85037)","Elliot, C.; Longman, T."
2953-history of modern europe,1779,"Russell, William, 1741-1793.",The history of modern Europe,8vo,NA,History,11,2,"London: printed for G. Robinson, Paternoster-Row; J. Robson, New Bond-Street; J. Walter, Charing-cross; and J. Sewell, Cornhill (T167650)","Robinson, G.; Sewell, J."
42488-history and management of east-india company from its origin in 1600 to present times volume first,1779,"Macpherson, James, 1736-1796.","The history and management of the East-India Company, from its origin in 1600 to the present times",4to,NA,History,2,1,"London: printed for T. Cadell, in the Strand (T98128)","Cadell, T."
43093-political annals of present united colonies from their settlement to peace of 1763 compiled chiefly from records and authorised often by insertion of state-papers,1779,"Chalmers, George, 1742-1825.",Political annals of the present united colonies,4to,NA,History,2,NA,"London: printed, by Galabin and Baker, for the author: and sold by J. Bowen (N66484)",NA
45098-mimosa or sensitive plant poem,1779,"Perry, James, 1756-1821.","Mimosa: or, The sensitive plant",4to,NA,Literature,2,NA,"London: Printed for W. Sandwich, near the Admiralty; and sold by all the booksellers within the bills of Mortality (T173123); London: Printed for W. Sandwich, near the admiralty; and sold by all the booksellers within the bills of mortality (T173124)",NA
48882-caledonians poem,1779,"Colvill, Mr. (Robert), -1788.",The Caledonians,4to,NA,Literature,2,NA,Edinburgh: NA (T19833); Edinburgh: NA (T120775),NA
54164-history of edinburgh,1779,"Arnot, Hugo, 1749-1786.",The history of Edinburgh,4to,NA,History,2,2,"Edinburgh: Printed for W. Creech; Edinburgh: and J. Murray, London (T142880)","Creech, W.; Murray, J."
5419-considerations on present state of public affairs and means of raising necessary supplies,1779,"Pulteney, William.",Considerations on the present state of public affairs,8vo,NA,Philosophy,7,2,"Edinburgh: printed for J. Dodsley in Pallmall; and T. Cadell in the Strand, London. And William Creech, Edinburgh (T165203); London: printed for J. Dodsley; and T. Cadell (N27291); London: printed for J. Dodsley; and T. Cadell (N67280); London: printed for J. Dodsley in Pallmall; and T. Cadell in the Strand (T31535); London: printed for J. Dodsley in Pallmall; and T. Cadell in the Strand (T165201)","Creech, William; Cadell, T.; Dodsley, J.; Cadell, T.; Cadell, T.; Dodsley, J."
556-a view of society and manners in france switzerland and germany with anecdotes relating to some eminent characters,1779,"Moore, John, 1729-1802.","A view of society and manners in France, Switzerland, and Germany",8vo,NA,History,32,2,"London: printed for W. Strahan; and T. Cadell, in the Strand (T64314); London: printed for W. Strahan; and T. Cadell, in the Strand (T89923)","Cadell, T.; Strahan, W.; Strahan, W.; Cadell, T."
7831-dialogues concerning natural religion,1779,"Hume, David, 1711-1776.",Dialogues concerning natural religion,8vo,NA,Philosophy,6,NA,London: NA (T85283); London: Printed in (T143297),NA
14219-poetical works of david mallet,1780,"Mallet, David, 1705?-1765.",The poetical works,18mo,NA,Literature,4,NA,"Edinburgh: at the Apollo Press, by the Martins (T139883)",NA
1731-elementa medicinae,1780,"Brown, John, 1735-1788.","Joannis Brunonis, M.D. De medicina prælectoris, societatis regiæ medicæ edinensis præsidis, Elementa medicinæ",12mo,NA,Scientific Improvement,10,1,Edinburgh: prostant venales apud C. Elliot (N3657),"Elliot, C."
19992-elements of practice of physic for use of gentlemen who attend lectures on that subject,1780,"Saunders, William, 1743-1817.",Elements of the practice of physic,12mo,NA,Scientific Improvement,3,NA,London: NA (T53883),NA
22418-essays on history of mankind in rude and cultivated ages,1780,"Dunbar, James, -1798.","Essays on the history of mankind in rude and cultivated ages. By James Dunbar, LL.D. professor of philosophy in the King's College and University of Aberdeen",8vo,NA,History,3,3,"London: Printed for W. Strahan; T. Cadell in the Strand; and J. Balfour, Edinburgh (T134687)","Balfour, J.; Strahan, W.; Cadell, T."
23866-free thoughts on toleration of popery deduced from review of its principles and history with respect to liberty and interests of princes and nations,1780,"Bruce, Archibald, 1746-1816.",Free thoughts on the toleration of popery,8vo,NA,History,3,3,"Edinburgh: printed for the author. Sold by A. Donaldson, C. Elliot, and W. Gray, Edinburgh; Dunlop and Wilson, J. Duncan, and J. Bryce, Glasgow; A. Donaldson, C Dilly, G. Keith, and T. Cadell, London; and Angus and Son, Aberdeen (T183967)","Elliot, C.; Donaldson, A.; Cadell, T."
25108-clinical experiments histories and dissections,1780,"Home, Francis, 1719-1813.",Clinical experiments,8vo,NA,Scientific Improvement,3,2,"Edinburgh: printed for William Creech, and J. Murray, Fleet Street, No. 32. London (T112609)","Murray, J.; Creech, William"
37571-holy-rood-house elegy addressed to nobility of scotland,1780,"Murray, J.",Holy-Rood-House: an elegy,4to,NA,Literature,2,1,"Edinburgh: printed for the author; by James Murray, opposite the Foot of Forrester's-Wynd, Cowgate (T9202); Edinburgh: printed for the author; by James Murray (T166216)","Murray, James"
