estc_id,publication_year,actor_id,actor_name_primary,publication_place,actor_addresses,city_or_assumed_address,publisher,actor_roles_all,,
N45605,1777,280220476,"Wilkie, J.",London,St Paul's Church Yard,London,"printed for G. Robinson , Pater Noster Row ; J. Wilkie , St. Paul's Church Yard ; J. Sewell , Cornhill ; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",publisher,FALSE,698
N45605,1777,jameswilliams_0,"Williams, J.",London,Dublin,,"printed for G. Robinson , Pater Noster Row ; J. Wilkie , St. Paul's Church Yard ; J. Sewell , Cornhill ; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",publisher,TRUE,698
N45605,1777,311091024,"Sewell, J.",London,Cornhill,London,"printed for G. Robinson , Pater Noster Row ; J. Wilkie , St. Paul's Church Yard ; J. Sewell , Cornhill ; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",publisher,TRUE,698
N45605,1777,33451211,"Richardson, John, active 1777-1798.",London,NA,,"printed for G. Robinson , Pater Noster Row ; J. Wilkie , St. Paul's Church Yard ; J. Sewell , Cornhill ; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",author,TRUE,698
N45605,1777,266844502,"Elliot, C.",London,Edinburgh,,"printed for G. Robinson , Pater Noster Row ; J. Wilkie , St. Paul's Church Yard ; J. Sewell , Cornhill ; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",publisher,TRUE,698
N45605,1777,thomaswhite_0,"White, T.",London,Cork,,"printed for G. Robinson , Pater Noster Row ; J. Wilkie , St. Paul's Church Yard ; J. Sewell , Cornhill ; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",publisher,TRUE,698
N45605,1777,bbti_58911,"Robinson, G.",London,Pater Noster Row @@ St Paul's Church Yard @@ Cornhill @@ Edinburgh @@ Dublin,London,"printed for G. Robinson , Pater Noster Row ; J. Wilkie , St. Paul's Church Yard ; J. Sewell , Cornhill ; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",publisher,TRUE,698
N54880,1777,18758830,"Cadell, T.",London,Strand,London,"sold by T. Cadell[; .. ] and Drummond, Edinburg[h;..] and Son, and A. Thomson[ .. ]",bookseller,FALSE,699
N54880,1777,angusandson_2,angus and Son,London,Strand,London,"sold by T. Cadell[; .. ] and Drummond, Edinburg[h;..] and Son, and A. Thomson[ .. ]",bookseller,TRUE,699
N54880,1777,237379786,"Abernethy-Drummond, William, 1719?-1809.",London,NA,,"sold by T. Cadell[; .. ] and Drummond, Edinburg[h;..] and Son, and A. Thomson[ .. ]",author,TRUE,699
N54880,1777,balfouranddrummond_0,Balfour and Drummond,London,Edinburgh @@ Aberdeen,Edinburgh,"sold by T. Cadell[; .. ] and Drummond, Edinburg[h;..] and Son, and A. Thomson[ .. ]",bookseller,TRUE,699
N54880,1777,alexanderthomson_0,"Thomson, A.",London,Aberdeen,,"sold by T. Cadell[; .. ] and Drummond, Edinburg[h;..] and Son, and A. Thomson[ .. ]",bookseller,TRUE,699
N62143,1777,51741707,"Bell, John",London,NA,,"printed for John Bell, and C. Etherington",publisher,FALSE,700
N62143,1777,36757179,"Etherington, C.",London,NA,,"printed for John Bell, and C. Etherington",publisher,TRUE,700
N62144,1777,51741707,"Bell, John",London,NA,,printed for John Bell,publisher,FALSE,701
N62145,1777,51741707,"Bell, John",London,NA,,printed for John Bell,publisher,FALSE,702
N62146,1777,51741707,"Bell, John",London,NA,,printed for John Bell,publisher,FALSE,703
N62147,1777,51741707,"Bell, John",London,NA,,printed for John Bell,publisher,FALSE,704
N62148,1777,51741707,"Bell, John",London,NA,,printed for John Bell,publisher,FALSE,705
N62149,1777,51741707,"Bell, John",London,NA,,printed for John Bell,publisher,FALSE,706
N62150,1777,51741707,"Bell, John",London,NA,,printed for John Bell,publisher,FALSE,707
N62196,1777,51741707,"Bell, John",London,NA,,printed for John Bell,publisher,FALSE,708
N62198,1777,51741707,"Bell, John",London,NA,,printed for John Bell,publisher,FALSE,709
N66651,1777,54309971,"Blair, Hugh, 1718-1800.",London,NA,,"printed for W. Strahan and T. Cadell, London; and W. Creech, Edinburgh",author,FALSE,710
N66651,1777,49278054,"Creech, W.",London,Edinburgh,,"printed for W. Strahan and T. Cadell, London; and W. Creech, Edinburgh",publisher,TRUE,710
N66651,1777,18758830,"Cadell, T.",London,London,,"printed for W. Strahan and T. Cadell, London; and W. Creech, Edinburgh",publisher,TRUE,710
N66651,1777,39467138,"Strahan, W.",London,London,,"printed for W. Strahan and T. Cadell, London; and W. Creech, Edinburgh",publisher,TRUE,710
N67586,1777,62913465,"Hull, Thomas, 1728-1808.",London,NA,,printed for J. Bell,author,FALSE,711
N67586,1777,51741707,"Bell, J.",London,NA,London,printed for J. Bell,publisher,TRUE,711
N7051,1777,51741707,"Bell, John",London,Exeter-Exchange @@ Strand,London,"printed for John Bell, near Exeter-Exchange, in the Strand",publisher,FALSE,712
N7051,1777,96994048,"Shakespeare, William, 1564-1616.",London,NA,,"printed for John Bell, near Exeter-Exchange, in the Strand",author,TRUE,712
N8474,1777,bbti_58911,"Robinson, G.",London,NA,London,"printed for G. Robinson, and J. MC̀liesh, Edinburgh",publisher,FALSE,713
N8474,1777,jamesmacleish_0,"MC̀liesh, J.",London,Edinburgh,,"printed for G. Robinson, and J. MC̀liesh, Edinburgh",publisher,TRUE,713
T10618,1777,georgereid_0,"Reid, G.",London,Edinburgh,,"printed for Lady Hill, and to be had at her house: also of Mr. Baldwin; Mr. Newbery; Mr. Joliffe; Mr. Jackson; Mr. Crutwell, Bath; and Mr. G. Reid, Edinburgh",publisher,FALSE,714
T10618,1777,76370928,"Newbery,",London,Bath,,"printed for Lady Hill, and to be had at her house: also of Mr. Baldwin; Mr. Newbery; Mr. Joliffe; Mr. Jackson; Mr. Crutwell, Bath; and Mr. G. Reid, Edinburgh",publisher,TRUE,714
T10618,1777,63976832,"Hill, John, 1714?-1775.",London,NA,,"printed for Lady Hill, and to be had at her house: also of Mr. Baldwin; Mr. Newbery; Mr. Joliffe; Mr. Jackson; Mr. Crutwell, Bath; and Mr. G. Reid, Edinburgh",author,TRUE,714
T10618,1777,ladyhill_0,"Hill, Lady",London,NA,London,"printed for Lady Hill, and to be had at her house: also of Mr. Baldwin; Mr. Newbery; Mr. Joliffe; Mr. Jackson; Mr. Crutwell, Bath; and Mr. G. Reid, Edinburgh",publisher,TRUE,714
T10618,1777,bbti_38402,"Joliffe,",London,Bath,,"printed for Lady Hill, and to be had at her house: also of Mr. Baldwin; Mr. Newbery; Mr. Joliffe; Mr. Jackson; Mr. Crutwell, Bath; and Mr. G. Reid, Edinburgh",publisher,TRUE,714
T10618,1777,258187011,"Crutwell,",London,Bath,,"printed for Lady Hill, and to be had at her house: also of Mr. Baldwin; Mr. Newbery; Mr. Joliffe; Mr. Jackson; Mr. Crutwell, Bath; and Mr. G. Reid, Edinburgh",publisher,TRUE,714
T10618,1777,bbti_111286,"Jackson,",London,Bath,,"printed for Lady Hill, and to be had at her house: also of Mr. Baldwin; Mr. Newbery; Mr. Joliffe; Mr. Jackson; Mr. Crutwell, Bath; and Mr. G. Reid, Edinburgh",publisher,TRUE,714
T10618,1777,rbaldwin_5,"Baldwin,",London,Bath,,"printed for Lady Hill, and to be had at her house: also of Mr. Baldwin; Mr. Newbery; Mr. Joliffe; Mr. Jackson; Mr. Crutwell, Bath; and Mr. G. Reid, Edinburgh",publisher,TRUE,714
T107803,1777,bbti_115810,"Balfour, J.",London,Edinburgh,,"printed for W. Strahan; and T. Cadell in the Strand; and J. Balfour, and W. Creech, Edinburgh",publisher,FALSE,715
T107803,1777,49278054,"Creech, W.",London,Edinburgh,,"printed for W. Strahan; and T. Cadell in the Strand; and J. Balfour, and W. Creech, Edinburgh",publisher,TRUE,715
T107803,1777,39467138,"Strahan, W.",London,Strand,London,"printed for W. Strahan; and T. Cadell in the Strand; and J. Balfour, and W. Creech, Edinburgh",publisher,TRUE,715
T107803,1777,18758830,"Cadell, T.",London,Strand,London,"printed for W. Strahan; and T. Cadell in the Strand; and J. Balfour, and W. Creech, Edinburgh",publisher,TRUE,715
T107803,1777,100210641,"Watson, Robert, 1730?-1781.",London,NA,,"printed for W. Strahan; and T. Cadell in the Strand; and J. Balfour, and W. Creech, Edinburgh",author,TRUE,715
T122469,1777,bbti_58911,"Robinson, G.",London,Pater Noster Row @@ St Paul's Church Yard @@ Cornhill @@ Edinburgh @@ Dublin,London,"printed for G. Robinson, Pater Noster Row; J. Wilkie, St. Paul's Church Yard; J. Sewell, Cornhill; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",publisher,FALSE,716
T122469,1777,jameswilliams_0,"Williams, J.",London,Dublin,,"printed for G. Robinson, Pater Noster Row; J. Wilkie, St. Paul's Church Yard; J. Sewell, Cornhill; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",publisher,TRUE,716
T122469,1777,33451211,"Richardson, John, active 1777-1798.",London,NA,,"printed for G. Robinson, Pater Noster Row; J. Wilkie, St. Paul's Church Yard; J. Sewell, Cornhill; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",author,TRUE,716
T122469,1777,280220476,"Wilkie, J.",London,St Paul's Church Yard,London,"printed for G. Robinson, Pater Noster Row; J. Wilkie, St. Paul's Church Yard; J. Sewell, Cornhill; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",publisher,TRUE,716
T122469,1777,thomaswhite_0,"White, T.",London,Cork,,"printed for G. Robinson, Pater Noster Row; J. Wilkie, St. Paul's Church Yard; J. Sewell, Cornhill; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",publisher,TRUE,716
T122469,1777,266844502,"Elliot, C.",London,Edinburgh,,"printed for G. Robinson, Pater Noster Row; J. Wilkie, St. Paul's Church Yard; J. Sewell, Cornhill; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",publisher,TRUE,716
T122469,1777,311091024,"Sewell, J.",London,Cornhill,London,"printed for G. Robinson, Pater Noster Row; J. Wilkie, St. Paul's Church Yard; J. Sewell, Cornhill; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",publisher,TRUE,716
T126007,1777,41705370,"Inglis, John, -1786?.",London,NA,,"printed for T. Cadell, and Drummond Edinburgh",author,FALSE,717
T126007,1777,18758830,"Cadell, T.",London,Drummond Edinburgh,London,"printed for T. Cadell, and Drummond Edinburgh",publisher,TRUE,717
T137160,1777,14625272,"Gray, Andrew, -1779.",London,NA,,"Printed for J. Murray, No 32. Fleet-street; and J. Dickson, Edinburgh",author,FALSE,718
T137160,1777,jamesdickson_0,"Dickson, J.",London,Edinburgh,,"Printed for J. Murray, No 32. Fleet-street; and J. Dickson, Edinburgh",publisher,TRUE,718
T137160,1777,282772606,"Murray, J.",London,No 32.,London,"Printed for J. Murray, No 32. Fleet-street; and J. Dickson, Edinburgh",publisher,TRUE,718
T13749,1777,2480890,"Gay, John, 1685-1732.",London,NA,,"printed for John Bell; and C. Etherington, at York",author,FALSE,719
T13749,1777,bbti_22797,"Etherington, C.",London,York,,"printed for John Bell; and C. Etherington, at York",publisher,TRUE,719
T13749,1777,51741707,"Bell, John",London,NA,London,"printed for John Bell; and C. Etherington, at York",publisher,TRUE,719
T13793,1777,2480890,"Gay, John, 1685-1732.",London,NA,,"printed for John Bell; and C. Etherington, at York",author,FALSE,720
T13793,1777,51741707,"Bell, John",London,NA,London,"printed for John Bell; and C. Etherington, at York",publisher,TRUE,720
T13793,1777,bbti_22797,"Etherington, C.",London,York,,"printed for John Bell; and C. Etherington, at York",publisher,TRUE,720
T13807,1777,51741707,"Bell, John",London,NA,London,printed for John Bell,publisher,FALSE,721
T13807,1777,2480890,"Gay, John, 1685-1732.",London,NA,,printed for John Bell,author,TRUE,721
T139858,1777,51741707,"Bell, John",London,NA,London,printed for John Bell,publisher,FALSE,722
T149485,1777,51741707,"Bell, John",London,NA,London,printed for John Bell,publisher,FALSE,723
T149485,1777,61545511,"Farquhar, George, 1677?-1707.",London,NA,,printed for John Bell,author,TRUE,723
T149844,1777,117377,"Howard, Robert, Sir, 1626-1698.",London,NA,,printed for John Bell,author,FALSE,724
T149844,1777,51741707,"Bell, John",London,NA,London,printed for John Bell,publisher,TRUE,724
T149852,1777,44328034,"Hughes, John, 1677-1720.",London,NA,,"Printed for John Bell, near Exeter-Exchange, in the Strand, and C. Etherington, at York",author,FALSE,725
T149852,1777,51741707,"Bell, John",London,Exeter-Exchange @@ Strand @@ York,London,"Printed for John Bell, near Exeter-Exchange, in the Strand, and C. Etherington, at York",publisher,TRUE,725
T149852,1777,36757179,"Etherington, C.",London,York,,"Printed for John Bell, near Exeter-Exchange, in the Strand, and C. Etherington, at York",publisher,TRUE,725
T154246,1777,bbti_22797,"Etherington, C.",London,York,,"printed for John Bell, and C. Etherington at York",publisher,FALSE,726
T154246,1777,51741707,"Bell, John",London,,London,"printed for John Bell, and C. Etherington at York",publisher,TRUE,726
T154246,1777,56618493,"Otway, Thomas, 1652-1685.",London,NA,,"printed for John Bell, and C. Etherington at York",author,TRUE,726
T154989,1777,51741707,"Bell, John",London,NA,London,"printed for John Bell; and C. Etherington, at York",publisher,FALSE,727
T154989,1777,96994048,"Shakespeare, William, 1564-1616.",London,NA,,"printed for John Bell; and C. Etherington, at York",author,TRUE,727
T154989,1777,bbti_22797,"Etherington, C.",London,York,,"printed for John Bell; and C. Etherington, at York",publisher,TRUE,727
T155589,1777,bbti_26317,"Gardner, J.",London,NA,,"Printed for J. Gardner, R. Gray; and P. Anderson, Luckenbooths, Edinburgh",publisher,FALSE,728
T155589,1777,39427796,"Doddridge, Philip, 1702-1751.",London,NA,,"Printed for J. Gardner, R. Gray; and P. Anderson, Luckenbooths, Edinburgh",author,TRUE,728
T155589,1777,bbti_28426,"Gray, R.",London,NA,,"Printed for J. Gardner, R. Gray; and P. Anderson, Luckenbooths, Edinburgh",publisher,TRUE,728
T155589,1777,patrickanderson_0,"Anderson, P.",London,Luckenbooths @@ Edinburgh,Edinburgh,"Printed for J. Gardner, R. Gray; and P. Anderson, Luckenbooths, Edinburgh",publisher,TRUE,728
T164873,1777,62913465,"Hull, Thomas, 1728-1808.",London,NA,,"printed for J. Bell, near Exeter-Exchange, in the Strand",author,FALSE,729
T164873,1777,51741707,"Bell, J.",London,Exeter-Exchange @@ Strand,London,"printed for J. Bell, near Exeter-Exchange, in the Strand",publisher,TRUE,729
T174523,1777,311091024,"Sewell, J.",London,Cornhill,London,"printed for G. Robinson, Pater Noster Row; J. Wilkie, St. Paul's Church Yard; J. Sewell, Cornhill; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",publisher,FALSE,730
T174523,1777,jameswilliams_0,"Williams, J.",London,Dublin,,"printed for G. Robinson, Pater Noster Row; J. Wilkie, St. Paul's Church Yard; J. Sewell, Cornhill; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",publisher,TRUE,730
T174523,1777,bbti_58911,"Robinson, G.",London,Pater Noster Row @@ St Paul's Church Yard @@ Cornhill @@ Edinburgh @@ Dublin,London,"printed for G. Robinson, Pater Noster Row; J. Wilkie, St. Paul's Church Yard; J. Sewell, Cornhill; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",publisher,TRUE,730
T174523,1777,33451211,"Richardson, John, active 1777-1798.",London,NA,,"printed for G. Robinson, Pater Noster Row; J. Wilkie, St. Paul's Church Yard; J. Sewell, Cornhill; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",author,TRUE,730
T174523,1777,thomaswhite_0,"White, T.",London,Cork,,"printed for G. Robinson, Pater Noster Row; J. Wilkie, St. Paul's Church Yard; J. Sewell, Cornhill; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",publisher,TRUE,730
T174523,1777,266844502,"Elliot, C.",London,Edinburgh,,"printed for G. Robinson, Pater Noster Row; J. Wilkie, St. Paul's Church Yard; J. Sewell, Cornhill; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",publisher,TRUE,730
T174523,1777,280220476,"Wilkie, J.",London,St Paul's Church Yard,London,"printed for G. Robinson, Pater Noster Row; J. Wilkie, St. Paul's Church Yard; J. Sewell, Cornhill; C. Elliot, at Edinburgh; J. Williams, at Dublin; and T. White, at Cork",publisher,TRUE,730
T180301,1777,mtollingsby_0,"Tollingsby, M.",London,Folingsby,,printed for J. French. T. Hookham. J. Mathews. J. Bell. M. Tollingsby [i.e. Folingsby] T. Axtell. G. Street. & T. Street,publisher,FALSE,731
T180301,1777,51741707,"Bell, J.",London,NA,,printed for J. French. T. Hookham. J. Mathews. J. Bell. M. Tollingsby [i.e. Folingsby] T. Axtell. G. Street. & T. Street,publisher,TRUE,731
T180301,1777,bbti_2478,"Axtell, T.",London,NA,,printed for J. French. T. Hookham. J. Mathews. J. Bell. M. Tollingsby [i.e. Folingsby] T. Axtell. G. Street. & T. Street,publisher,TRUE,731
T180301,1777,bbti_34875,"Hookham, T.",London,NA,,printed for J. French. T. Hookham. J. Mathews. J. Bell. M. Tollingsby [i.e. Folingsby] T. Axtell. G. Street. & T. Street,publisher,TRUE,731
T180301,1777,bbti_66980,T. Street,London,NA,,printed for J. French. T. Hookham. J. Mathews. J. Bell. M. Tollingsby [i.e. Folingsby] T. Axtell. G. Street. & T. Street,publisher,TRUE,731
T180301,1777,49252592,"Young, Edward, 1683-1765.",London,NA,,printed for J. French. T. Hookham. J. Mathews. J. Bell. M. Tollingsby [i.e. Folingsby] T. Axtell. G. Street. & T. Street,author,TRUE,731
T180301,1777,26937167,"Mathews, J.",London,NA,,printed for J. French. T. Hookham. J. Mathews. J. Bell. M. Tollingsby [i.e. Folingsby] T. Axtell. G. Street. & T. Street,publisher,TRUE,731
T180301,1777,bbti_115398,"French, J.",London,NA,,printed for J. French. T. Hookham. J. Mathews. J. Bell. M. Tollingsby [i.e. Folingsby] T. Axtell. G. Street. & T. Street,publisher,TRUE,731
T195787,1777,62972176,"Weston, Richard, 1733-1806.",London,NA,,"printed for J. Bell, near Exeter Exchange in the Strand",author,FALSE,732
T195787,1777,51741707,"Bell, J.",London,Exeter Exchange @@ Strand,London,"printed for J. Bell, near Exeter Exchange in the Strand",publisher,TRUE,732
T19948,1777,51741707,"Bell, John",London,Exeter-Exchange @@ Strand @@ York,London,"Printed for John Bell, near Exeter-Exchange, in the Strand and C. Etherington, at York",publisher,FALSE,733
T19948,1777,36757179,"Etherington, C.",London,York,,"Printed for John Bell, near Exeter-Exchange, in the Strand and C. Etherington, at York",publisher,TRUE,733
T19948,1777,51763613,"Cibber, Colley, 1671-1757.",London,NA,,"Printed for John Bell, near Exeter-Exchange, in the Strand and C. Etherington, at York",author,TRUE,733
